candidate_id,scenario,entry_threshold,uncertainty_threshold,profit_factor_net,sharpe_ratio,num_trades,kill_event_rate,max_drawdown_abs,composite_score
7,spot,0.0015,0.03,0.8023517359935688,-1.3652741959574646,175,0.1075268817204301,0.0451645778398956,0.4755038649710405
8,spot,0.0015,0.04,0.810823172731907,-1.381922040236017,197,0.1290322580645161,0.0451645778398956,0.4716641442375388
9,spot,0.0015,0.05,0.810823172731907,-1.381922040236017,197,0.1290322580645161,0.0451645778398956,0.4716641442375388
4,spot,0.001,0.03,0.7932419327101078,-1.7177542421898355,291,0.1720430107526881,0.0607500774928959,0.1354888430200968
5,spot,0.001,0.04,0.8011759896171521,-1.7264134102265254,316,0.1935483870967742,0.0633056375864531,0.1296840077780312
